id,email,first_name,last_name,registration_date,total_spent,risk_score,address,phone,date_of_birth,preferred_payment,loyalty_tier
957,beardarthur@example.net,Mark,Garcia,2025-04-11,1173.45,0.14,"5853 Garza Shores Suite 881, Dawsonhaven, SC 06156",756-231-4796x126,1983-09-22,apple_pay,silver
958,tmitchell@example.net,Susan,Barber,2025-06-02,311.4,0.84,"588 Larry Turnpike Suite 643, Port Steven, MN 40894",932.217.7854x5747,1949-08-09,credit_card,none
959,edward70@example.org,Kathleen,Ramirez,2024-01-23,2526.49,0.28,"Unit 9200 Box 8546, DPO AE 13862",+1-456-926-6998x1805,1971-01-11,paypal,gold
960,rwilliams@example.com,Eric,Rosales,2024-11-04,2755.64,0.07,"37558 Zachary Flats, East Desiree, KS 76712",,1960-02-09,paypal,bronze
961,walterboyle@example.net,Jennifer,Bryan,2024-06-10,4155.52,0.22,"28100 Jamie Expressway, Rossland, NH 73996",(906)366-5347,1945-03-30,bank_transfer,bronze
962,heather91@example.com,Julie,Odonnell,2025-01-04,3341.77,0.05,"29153 Harris Islands, South Charles, OR 61318",4777650294,1998-11-14,apple_pay,gold
963,derek33@example.net,Dave,Paul,2024-03-03,3134.36,0.28,"0177 Parker Brooks, West Vicki, PW 49686",,1961-02-19,credit_card,gold
964,codyanderson@example.org,Becky,Lopez,2023-06-09,2549.97,0.14,"375 Kenneth Light, Annchester, UT 50898",315.934.9762,1977-09-13,google_pay,silver
965,mcraig@example.net,Paul,Nelson,2025-04-09,39640.43,0.05,"0121 Jose Springs Suite 253, Barbarabury, AL 11508",(878)560-2849,1993-03-01,apple_pay,platinum
966,rogerssylvia@example.com,Bruce,Mitchell,2024-11-17,289.49,0.17,"36042 Donald Courts Apt. 046, Franklinstad, FL 11099",559-991-4521x020,1946-12-20,credit_card,bronze
967,gregory56@example.net,John,Blake,2024-04-13,2327.96,0.24,"369 Steven Branch, Kinghaven, SD 65050",762.822.9054x41710,1953-05-07,google_pay,bronze
968,staceychen@example.net,Michael,Lewis,2025-05-06,3908.1,0.26,"75204 Webb Canyon Suite 830, Myersmouth, FM 33093",,1999-09-17,google_pay,bronze
969,jason32@example.net,Megan,Cervantes,2022-11-22,43822.25,0.08,"6750 Alyssa Underpass Suite 418, Heatherton, IL 77154",(522)250-6348x3732,1975-08-09,google_pay,platinum
970,hilljoseph@example.org,Melissa,Gonzales,2023-08-30,2002.07,0.28,"008 Wiley Lodge Suite 865, Adrienneport, FL 21834",6502980993,1966-07-27,google_pay,gold
971,srogers@example.com,Jacob,Abbott,2024-06-18,2506.39,0.28,"2927 Peterson Corners Apt. 252, Summersport, RI 37111",,1953-02-02,apple_pay,silver
972,mmorales+792@example.org,Alexander,ReynoldsJr,2023-08-07,637.41,0.09,"577 Dean Crest, West Brent, OR 32663",481.249.8714,1977-01-04,apple_pay,bronze
973,nicholaswebster@example.org,Michael,Walsh,2024-11-03,314.99,0.1,"Unit 5827 Box 6546, DPO AP 77411",855.733.7347x7630,2006-08-23,apple_pay,silver
974,brobinson@example.net,Laura,Obrien,2024-07-11,4061.25,0.29,"90750 Foster Courts Suite 551, South Sarahside, DE 74216",578.858.1442,1977-04-03,google_pay,bronze
975,millerangela@example.net,Kayla,Olson,2024-03-07,2857.58,0.16,"315 Jackson Well Suite 206, West Danielleland, WI 13152",2173187297,1969-11-09,bank_transfer,silver
976,joseph52@example.com,William,Elliott,2024-08-21,3210.68,0.08,"73257 Hanson Dam, East Johnton, AS 27085",+1-421-594-7190,1998-08-21,credit_card,silver
977,nguyenjennifer@example.org,Kelly,Ramos,2024-11-20,7932.89,0.03,"19878 Michael Springs Suite 445, North Amy, IN 12968",372-810-4631,1953-10-13,paypal,platinum
978,glee@example.org,Melissa,Daniel,2025-05-03,692.95,0.09,"14539 Tran Branch, Rivastown, GU 58256",(405)640-7647x186,1992-08-01,google_pay,gold
979,mark40@example.org,Mary,Rosales,2024-02-11,1929.25,0.12,"52793 Scott Groves Suite 190, Alexanderport, SD 19341",+12278760218,1948-07-15,credit_card,bronze
980,alexisclark@example.com,William,Rivers,2025-05-08,2842.37,0.11,"Unit 5349 Box 7248, DPO AA 68684",537-910-8425x7542,1983-05-25,bank_transfer,bronze
981,gabrielhurst@example.org,Dean,Noble,2025-06-02,0,0.81,"58775 Francisco Turnpike Apt. 200, Alexanderberg, IL 87235",+1902327746903384,2005-07-27,google_pay,none
982,ericagardner@example.net,Manuel,Benson,2023-07-07,2699.54,0.13,"83666 Bowman Field Suite 586, Christinashire, NJ 71542",384.753.5002,1988-03-09,paypal,bronze
983,kelly55@example.org,Catherine,Marshall,2024-12-08,13490.02,0.05,"66633 Lopez Passage Apt. 911, Jordanville, MS 67432",001-529-367-7375x942,1955-04-10,google_pay,platinum
984,erica49@example.org,John,Boyle,2023-06-07,4307.59,0.07,"PSC 6749, Box 0753, APO AA 13786",340-465-4765,1957-01-15,credit_card,gold
985,jeffreyestrada@example.com,Joanna,Harris,2024-03-30,2440.67,0.3,"612 Cunningham Plaza Apt. 344, West Patrickshire, MP 50892",(751)858-2230x94760,1981-01-19,bank_transfer,bronze
986,emily91@example.com,Tracie,Long,2024-08-04,4694.28,0.26,"7868 Gonzalez Alley Suite 181, South Christinaview, MP 15527",+1-893-873-5290x8311,1986-03-14,apple_pay,silver
987,gordonkathryn@example.net,Patricia,Collins,2025-06-02,0,0.81,"994 Douglas Crossing, South Keithfurt, CO 41330",7156398740,1952-09-04,google_pay,none
988,dukemary@example.net,Diana,Andrews,2024-01-05,4198.22,0.11,"04924 Johnson Trace, Port Tabithaside, SC 47525",+11558393708103574,1960-10-09,apple_pay,bronze
989,zsantana@example.org,Allison,Walker,2024-10-22,34071.84,0.08,"957 Teresa Islands, Emilyfurt, KY 20123",950-281-0866,1991-05-24,credit_card,gold
990,lindsey87@example.com,Meghan,Downs,2025-06-02,865.48,0.61,"0627 Jeremiah Dam, Nelsonborough, MS 12187",+1-618-864-8412x123,1951-05-29,credit_card,none
991,ubrown@example.com,Jennifer,Martinez,2025-01-03,1910.65,0.15,"646 Joseph Ports, Wyatthaven, VI 83093",962-298-4754,1966-08-17,google_pay,silver
992,angela67@example.com,Phillip,Gonzalez,2025-01-11,3065.95,0.28,"60386 Cynthia Stravenue, Kochport, DC 97497",895.332.4975x39303,1956-05-06,google_pay,silver
993,craigshannon@example.com,Theresa,Arnold,2024-11-21,3506.72,0.28,"6545 Stewart Loaf, Lake Paul, WV 27994",8863588074,1969-01-14,bank_transfer,gold
994,sabrinathomas@example.net,Kelsey,Bass,2024-12-05,545.84,0.17,"PSC 4879, Box 3701, APO AE 30876",(923)404-2103,1957-01-28,bank_transfer,silver
995,jodysoto@example.net,Robert,Henderson,2024-02-15,47037.24,0.09,"45740 Williams Stream Suite 491, East Cassandraside, DC 26230",001-259-301-2929x9292,1999-06-04,google_pay,gold
996,amyhernandez@example.com,Keith,Diaz,2025-06-02,382.53,0.94,"PSC 7361, Box 4047, APO AP 54771",+1-531-538-0033,1949-03-30,bank_transfer,none
997,escobarjennifer@example.net,April,Jones,2025-03-22,3029.03,0.22,"97895 Dawn Drive, North Rebeccaton, TX 73841",481-410-6994,1982-03-03,bank_transfer,bronze
998,jerryacosta@example.org,Jason,Anderson,2023-06-08,1030.83,0.22,"2537 Taylor Rapid Suite 178, Anafort, WA 65960",+1-574-678-3019x4410,1947-02-24,google_pay,gold
999,christophermorrison@example.com,Paula,Bautista,2024-06-06,28405.07,0.02,"2505 Harris Centers, Farmerchester, MP 73947",619.310.4397x923,1962-11-27,bank_transfer,platinum
1000,rcobb@example.net,Robert,Martin,2024-05-10,997.08,0.21,"8101 Brown Stravenue Apt. 825, East Brandon, MI 13173",+1-661-476-8729x620,1951-09-19,google_pay,silver
